Time,U,V,W
0.156862745,36.01997906,464.4147364,-457.2352042
0.157663065,25.28693102,471.0290163,-452.3668077
0.158463385,14.55388299,477.6432963,-447.4984113
0.159263705,3.820834951,484.2575763,-442.6300148
0.160064026,-9.071444534,486.8583195,-434.953784
0.160864346,-20.44042022,492.2905497,-429.2584361
0.161664666,-31.80939591,497.7227799,-423.5630882
0.162464986,-43.1783716,503.1550101,-417.8677403
0.163265306,-54.54734729,508.5872403,-412.1723924
0.164065626,-65.91632298,514.0194705,-406.4770445
0.164865946,-78.84116754,516.2997969,-398.4854736
0.165666267,-90.92450678,520.2848581,-391.735835
0.166466587,-103.1104173,524.0621287,-384.834817
0.167266907,-115.3988992,527.6316088,-377.7824195
0.168067227,-127.7899523,530.9932982,-370.5786426
0.168867547,-140.2835767,534.1471971,-363.2234862
0.169667867,-146.9355879,532.3576391,-356.0095899
0.170468187,-157.0074293,533.0031141,-348.4810014
0.171268507,-166.8120012,533.1461505,-340.8192412
0.172068828,-176.3493038,532.7867484,-333.0243092
0.172869148,-185.6193371,531.9249077,-325.0962055
0.173669468,-194.622101,530.5606284,-317.03493
0.174469788,-211.0241143,535.9208736,-308.7975668
0.175270108,-222.7588508,536.6309448,-300.4516624
0.176070428,-234.6774211,537.263817,-291.970061
0.176870748,-246.7798254,537.8194901,-283.3527627
0.177671068,-259.0660636,538.2979641,-274.5997675
0.178471389,-267.6153076,535.7075432,-265.7745172
0.179271709,-278.1050033,534.3802693,-256.7851465
0.180072029,-288.4392864,532.7169422,-247.6655682
0.180872349,-298.6181569,530.717562,-238.4157822
0.181672669,-308.6416149,528.3821287,-229.0357884
0.182472989,-318.5096604,525.7106423,-219.525587
0.183273309,-328.4129229,524.0983558,-210.257817
0.184073629,-338.0705037,521.4893196,-200.6833828
0.18487395,-347.5880699,518.6569308,-191.0088406
0.18567427,-356.9656215,515.6011895,-181.2341903
0.18647459,-366.2031586,512.3220958,-171.3594321
0.18727491,-375.3006811,508.8196496,-161.3845658
0.18807523,-382.5235001,504.7529633,-151.1150691
0.18887555,-391.1610895,501.2691185,-141.1356002
0.18967587,-399.7986788,497.7852738,-131.1561312
0.19047619,-408.4362682,494.301429,-121.1766622
0.191276511,-417.0738576,490.8175843,-111.1971932
0.192076831,-425.7114469,487.3337395,-101.2177242
0.192877151,-430.4262314,480.9546344,-89.37669192
0.193677471,-437.897542,476.6100075,-78.84376647
0.194477791,-445.3688526,472.2653806,-68.31084101
0.195278111,-452.8401632,467.9207536,-57.77791556
0.196078431,-460.3114738,463.5761267,-47.24499011
0.196878752,-467.7827844,459.2314997,-36.71206465
0.197679072,-472.4959629,452.0640036,-22.51350356
0.198479392,-479.1796466,446.913263,-10.93379952
0.199279712,-485.8633302,441.7625224,0.645904533
0.200080032,-492.5470138,436.6117818,12.22560858
0.200880352,-499.2306974,431.4610412,23.80531263
0.201680672,-505.914381,426.3103006,35.38501668
0.202480992,-500.2633889,416.7521379,42.23267687
0.203281313,-503.5585443,410.3906095,52.51241451
0.204081633,-506.8536998,404.0290812,62.79215214
0.204881953,-510.1488552,397.6675529,73.07188978
0.205682273,-513.4440106,391.3060245,83.35162742
0.206482593,-516.739166,384.9444962,93.63136506
0.207282913,-521.1583793,377.2715011,108.889501
0.208083233,-524.9364515,370.3465416,121.3080536
0.208883553,-528.7815091,363.3434284,134.0232815
0.209683874,-532.6935522,356.2621617,147.0351846
0.210484194,-536.6725806,349.1027414,160.3437631
0.211284514,-540.7185946,341.8651675,173.9490168
0.212084834,-536.7818103,333.09893,180.5768654
0.212885154,-537.6236027,325.103532,191.7589564
0.213685474,-538.0780552,316.9481143,202.8271776
0.214485794,-538.1451679,308.6326771,213.781529
0.215286114,-537.8249406,300.1572203,224.6220107
0.216086435,-538.0728516,291.9318564,235.5349874
0.216886755,-537.4863711,283.3545884,246.2468974
0.217687075,-536.5909404,274.6509474,256.8602275
0.218487395,-535.3865595,265.8209335,267.3749776
0.219287715,-533.8732284,256.8645465,277.7911478
0.220088035,-532.0509471,247.7817866,288.108738
0.220888355,-530.7873772,238.541974,298.4498507
0.221688675,-528.788424,229.1908667,308.6323733
0.222488996,-526.5471293,219.7110312,318.7256895
0.223289316,-524.0634931,210.1024675,328.7297993
0.224089636,-521.3375154,200.3651756,338.6447027
0.224889956,-518.3691962,190.4991555,348.4703997
0.225690276,-515.8049657,181.0929401,357.1677489
0.226490596,-512.6668478,171.2561454,366.3088542
0.227290916,-509.3329518,161.3330155,375.2859022
0.228091236,-505.8032777,151.3235503,384.0988929
0.228891557,-502.0778255,141.2277498,392.7478261
0.229691877,-498.1565951,131.0456141,401.232702
0.230492197,-494.8798112,120.2758276,409.8969679
0.231292517,-490.9598979,109.6866156,418.2143187
0.232092837,-486.901138,98.97710044,426.3908832
0.232893157,-482.7035317,88.14728204,434.4266616
0.233693477,-478.3670788,77.19716043,442.3216537
0.234493798,-473.8917795,66.12673562,450.0758597
0.235294118,-467.9231617,57.62283786,452.9095803
0.236094438,-462.5610801,47.52004104,458.2328421
0.236894758,-456.9736224,37.46858728,463.10997
0.237695078,-451.1607887,27.4684766,467.540964
0.238495398,-445.1225791,17.51970898,471.525824
0.239295718,-438.8589934,7.622284433,475.0645501
0.240096038,-434.9348979,-6.844065185,485.4869104
0.240896359,-429.3317331,-18.64043511,491.3088325
0.241696679,-423.658008,-30.66434181,497.1270462
0.242496999,-417.9137224,-42.91578529,502.9415516
0.243297319,-412.0988764,-55.39476555,508.7523485
0.244097639,-406.2134699,-68.1012826,514.559437
0.244897959,-397.6625973,-77.49885448,513.4647635
0.245698279,-391.1664565,-89.11052535,517.4992306
0.246498599,-384.6703158,-100.7221962,521.5336977
0.24729892,-378.1741751,-112.3338671,525.5681648
0.24809924,-371.6780343,-123.945538,529.6026319
0.24889956,-362.7173698,-134.5804387,527.9782583
0.24969988,-355.406013,-145.8690132,530.140892
0.2505002,-348.0946562,-157.1575876,532.3035257
0.25130052,-340.7832993,-168.4461621,534.4661594
0.25210084,-333.4719425,-179.7347366,536.628793
0.25290116,-326.1605857,-191.0233111,538.7914267
0.253701481,-316.2499465,-202.0599408,536.0900208
0.254501801,-308.1164109,-213.2688227,536.7141106
0.255302121,-299.9828753,-224.4777045,537.3382004
0.256102441,-291.8493397,-235.6865864,537.9622903
0.256902761,-283.7158042,-246.8954682,538.5863801
0.257703081,-275.5822686,-258.1043501,539.2104699
0.258503401,-264.8916409,-267.4060529,534.2394215
0.259303721,-255.9831724,-278.0369596,533.1678911
0.260104042,-247.0747039,-288.6678662,532.0963608
0.260904362,-238.1662354,-299.2987729,531.0248304
0.261704682,-229.2577669,-309.9296795,529.9533001
0.262505002,-220.3492984,-320.5605862,528.8817697
0.263305322,-209.104184,-329.0317427,523.5134269
0.264105642,-199.5160751,-339.0344611,521.192119
0.264905962,-189.9279661,-349.0371794,518.8708111
0.265706283,-180.3398572,-359.0398978,516.5495032
0.266506603,-170.7517483,-369.0426162,514.2281953
0.267306923,-161.1636393,-379.0453346,511.9068874
0.268107243,-151.1841005,-382.2753665,504.5843621
0.268907563,-141.4865424,-390.3843498,500.864646
0.269707883,-131.7889843,-398.4933332,497.1449299
0.270508203,-122.0914263,-406.6023166,493.4252138
0.271308523,-112.3938682,-414.7113,489.7054977
0.272108844,-102.6963102,-422.8202834,485.9857816
0.272909164,-90.65467294,-429.8037508,480.9451173
0.273709484,-79.93297541,-437.4209909,476.6482726
0.274509804,-69.06795171,-444.9694125,472.27066
0.275310124,-58.05960182,-452.4490157,467.8122794
0.276110444,-46.90792575,-459.8598004,463.2731308
0.276910764,-35.61292351,-467.2017667,458.6532143
0.277711084,-24.92455384,-471.5641575,452.5236648
0.278511405,-13.65895554,-477.5418019,447.1400436
0.279311725,-2.293422632,-483.2822155,441.5929823
0.280112045,9.172044886,-488.7853983,435.8824809
0.280912365,20.73744702,-494.0513504,430.0085394
0.281712685,31.26461994,-498.0817757,423.9607146
0.282513005,42.41092975,-502.3303682,417.7542137
0.283313325,53.56079455,-506.2571943,411.3833883
0.284113645,64.71421435,-509.8622539,404.8482386
0.284913966,75.87118914,-513.1455472,398.1487644
0.285714286,87.03171893,-516.1070741,391.2849658
0.286514606,99.29779122,-520.5170291,384.7329664
0.287314926,111.0374858,-523.7539522,377.7876804
0.288115246,122.8679332,-526.8091804,370.7157446
0.288915566,134.7891334,-529.6827138,363.517159
0.289715886,146.8010864,-532.3745524,356.1919235
0.290516206,158.9037923,-534.8846961,348.7400383
0.291316527,169.190706,-535.4272907,340.9152392
0.292116847,180.5278705,-536.6869489,333.0877264
0.292917167,191.8144106,-537.6324849,325.1153025
0.293717487,203.0503264,-538.2638984,316.9979674
0.294517807,214.2356178,-538.5811896,308.7357211
0.295318127,225.3702849,-538.5843584,300.3285636
0.296118447,235.9815284,-536.9807967,290.9940506
0.296918768,247.0089483,-536.8002998,282.4475174
0.297719088,258.0363682,-536.6198029,273.9009842
0.298519408,269.0637881,-536.439306,265.354451
0.299319728,280.091208,-536.2588091,256.8079178
0.300120048,291.1186279,-536.0783122,248.2613846
0.300920368,298.2454519,-529.551517,237.6732187
0.301720688,308.1724021,-527.5805478,228.5506825
0.302521008,318.0993523,-525.6095786,219.4281463
0.303321329,328.0263025,-523.6386094,210.3056101
0.304121649,337.9532527,-521.6676402,201.1830739
0.304921969,347.880203,-519.696671,192.0605377
0.305722289,355.8271775,-514.4294747,180.7162222
0.306522609,365.2164978,-511.5634691,170.9903982
0.307322929,374.6058181,-508.6974634,161.2645742
0.308123249,383.9951383,-505.8314578,151.5387503
0.308923569,393.3844586,-502.9654522,141.8129263
0.30972389,402.7737789,-500.0994465,132.0871023
0.31052421,408.4141111,-493.8301108,120.0204808
0.31132453,416.8223003,-490.0734348,109.6820571
0.31212485,425.2304895,-486.3167587,99.34363341
0.31292517,433.6386788,-482.5600827,89.0052097
0.31372549,442.046868,-478.8034066,78.66678599
0.31452581,446.037434,-472.6887194,68.46572104
0.31532613,452.0164029,-467.6353894,58.20282996
0.316126451,457.6152264,-462.3791478,47.95175888
0.316926771,462.8339045,-456.9199946,37.71250779
0.317727091,467.6724372,-451.2579297,27.48507671
0.318527411,472.1308244,-445.3929531,17.26946563
0.319327731,480.2158459,-440.7243446,4.477276431
0.320128051,486.0158522,-435.1875906,-7.072538129
0.320928371,491.7576701,-429.5603614,-18.81851841
0.321728691,497.4412996,-423.842657,-30.7606644
0.322529012,503.0667406,-418.0344773,-42.89897611
0.323329332,508.6339933,-412.1358224,-55.23345354
0.324129652,511.0346995,-405.16091,-65.55946605
0.324929972,514.9260998,-398.5867338,-77.18020299
0.325730292,518.5253966,-391.8478988,-88.83119928
0.326530612,521.8325898,-384.9444048,-100.5124549
0.327330932,524.8476796,-377.876252,-112.2239699
0.328131253,527.5706659,-370.6434403,-123.9657443
0.328931573,530.1244223,-363.507312,-135.2440875
0.329731893,532.3222914,-356.070862,-146.8089648
0.330532213,534.2367402,-348.4882214,-158.3692139
0.331332533,535.8677686,-340.7593903,-169.9248346
0.332132853,537.2153767,-332.8843686,-181.4758269
0.332933173,538.2795643,-324.8631563,-193.022191
0.333733493,538.4233239,-316.9392398,-203.2044859
0.334533814,538.6264383,-308.7381121,-214.1136708
0.335334134,538.5037569,-300.4069913,-224.9277935
0.336134454,538.0552795,-291.9458772,-235.646854
0.336934774,537.2810062,-283.35477,-246.2708525
0.337735094,536.180937,-274.6336696,-256.7997888
0.338535414,534.2966707,-264.8545806,-267.5169351
0.339335734,533.3048299,-255.9725792,-278.1916763
0.340136054,532.3129892,-247.0905778,-288.8664176
0.340936375,531.3211484,-238.2085763,-299.5411588
0.341736695,530.3293076,-229.3265749,-310.2159
0.342537015,529.3374669,-220.4445735,-320.8906412
0.343337335,523.9674503,-208.5943155,-330.1097042
0.344137655,521.820176,-198.9289689,-340.400281
0.344937975,519.6729018,-189.2636222,-350.6908578
0.345738295,517.5256276,-179.5982756,-360.9814346
0.346538615,515.3783533,-169.932929,-371.2720114
0.347338936,513.2310791,-160.2675824,-381.5625882
0.348139256,504.0296143,-151.7366838,-381.0928157
0.348939576,500.0862422,-142.3601838,-388.6436536
0.349739896,496.1428701,-132.9836839,-396.1944914
0.350540216,492.1994979,-123.607184,-403.7453293
0.351340536,488.2561258,-114.2306841,-411.2961671
0.352140856,484.1724578,-101.0651362,-420.4544121
0.352941176,480.1833243,-90.45273254,-428.5295507
0.353741497,476.1941907,-79.84032888,-436.6046893
0.354541817,472.2050572,-69.22792523,-444.6798278
0.355342137,468.2159236,-58.61552158,-452.7549664
0.356142457,464.2267901,-48.00311793,-460.8301049
0.356942777,456.7041565,-36.1139777,-463.3232889
0.357743097,451.612222,-25.10310618,-469.6563064
0.358543417,446.5202876,-14.09223465,-475.989324
0.359343737,441.4283531,-3.081363123,-482.3223416
0.360144058,436.3364186,7.929508404,-488.6553591
0.360944378,431.2444842,18.94037993,-494.9883767
0.361744698,423.9986022,31.08346959,-497.978523
0.362545018,417.8608688,42.6440632,-502.6884875
0.363345338,411.5687344,54.28581738,-507.1588256
0.364145658,405.122199,66.00873212,-511.3895374
0.364945978,398.5212626,77.81280744,-515.3806227
0.365746299,391.7659252,89.69804332,-519.1320817
0.366546619,384.9736615,100.589333,-521.994807
0.367346939,377.9642807,112.1357493,-524.9644441
0.368147259,370.8084216,123.6908187,-527.6506777
0.368947579,363.5060844,135.2545411,-530.0535076
0.369747899,356.0572688,146.8269166,-532.172934
0.370548219,348.461975,158.4079451,-534.0089568
0.371348539,340.8187573,169.5097495,-535.5873754
0.37214886,332.9746944,180.8893414,-536.8681583
0.37294918,324.9904211,192.2465585,-537.8671784
0.3737495,316.8659374,203.5814007,-538.5844357
0.37454982,308.6012432,214.893868,-539.0199303
0.37535014,300.1963387,226.1839605,-539.173662
0.37615046,291.2531041,238.1672558,-539.7001585
0.37695078,282.3957906,249.7217289,-539.5731213
0.3777511,273.3743402,261.2968325,-539.2036576
0.378551421,264.1887528,272.8925666,-538.5917675
0.379351741,254.8390284,284.5089314,-537.737451
0.380152061,245.3251671,296.1459266,-536.640708
0.380952381,238.1690944,299.2152188,-531.1313889
0.381752701,229.3783438,307.3130199,-527.8112679
0.382553021,220.566961,314.9427507,-524.011427
0.383353341,211.7349461,322.1044112,-519.7318661
0.384153661,202.8822991,328.7980013,-514.9725853
0.384953982,191.095642,344.2205927,-515.9679152
0.385754302,181.2928155,354.1744013,-513.4980119
0.386554622,171.4899889,364.1282099,-511.0281087
0.387354942,161.6871624,374.0820185,-508.5582054
0.388155262,151.8843358,384.0358271,-506.0883021
0.388955582,142.0815093,393.9896357,-503.6183989
0.389755902,131.1708709,398.6543593,-497.1015376
0.390556222,121.0188229,406.940861,-493.3558898
0.391356543,110.8667748,415.2273628,-489.6102421
